division_name,depot_name,route_code,device_imei,event_location,event_date,speed,ignition_status,gps_status,main_battery_status,vehicle_status,running_status,vehicle_reg_no
SOLAPUR,PANDHARPUR,,8.67322E+14,PANDHARPUR Depot,57:19.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH12EF6388
DHULE,DHULE,,8.69247E+14,"NH53, Murtijapur, Akola, Maharashtra, 444107, India",57:16.0,0,0,1,1,ON ROAD,locationEvent,MH20BL3421
NASIK,SATANA,,8.67322E+14,"NH52, Nagaon Budruk, Dhule, Maharashtra, India",57:13.0,60.2,1,1,1,ON ROAD,locationEvent,MH14BT0845
NASIK,SATANA,,8.67322E+14,"NH52, Savalde, Dhule, Maharashtra, India",57:13.0,73.5,1,1,1,ON ROAD,"locationEvent,speedViolationAlert",MH14BT4501
NASIK,KALWAN,,8.67322E+14,"NH160, Ambad, Octroi Naka, ?????, Nashik, Maharashtra, 422010, India",57:13.0,63.6,1,1,1,ON ROAD,locationEvent,MH14BT3633
PUNE,NARAYANGAON,,8.62818E+14,"NH61, Takli Dhokeshwar, Ahmadnagar, Ahmednagar, Maharashtra, 414304, India",57:13.0,54.8,1,1,1,ON ROAD,locationEvent,MH14BT3390
PUNE,SASWAD,,8.62818E+14,"NH752I;753F, Cantonment, Aurangabad, Maharashtra, 431002, India",57:12.0,0,0,1,1,ON ROAD,locationEvent,MH14BT4954
PUNE,SASWAD,,8.62818E+14,"NH753C, Shelu, Washim, Maharashtra, 444402, India",57:12.0,57.5,0,1,1,ON ROAD,locationEvent,MH14BT4197
DHULE,DHULE,,8.69247E+14,"NH53, Bazargaon, Nagpur, Maharashtra, 441103, India",57:11.0,71.4,1,1,1,ON ROAD,"harshAccelerateAlert,speedViolationAlert,speedViolationStartAlert,locationEvent",MH20BL3462
PUNE,BHOR,,8.62818E+14,"NH753A;548CC, Chikhli, Buldhana, Maharashtra, 443200, India",57:11.0,48.3,1,1,1,ON ROAD,"locationEvent,harshBrakingAlert",MH40N9345
MUMBAI,URAN,,8.62818E+14,"Panvel Bus Station, Panvel Flyover, New Panvel, Panvel, Kulaba, Raigad, Maharashtra, 410206, India",57:11.0,0,0,1,0,ON ROAD,locationEvent,MH14BT4451
OSMANABAD,OMERGA,,8.69247E+14,"Umarga, Osmanabad, Maharashtra, 413606, India",57:10.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH13CU6848
AHMADNAGAR,SANGAMNER,,8.62818E+14,"Sangamner, Ahmadnagar, Ahmednagar, Maharashtra, 422605, India",57:10.0,0,1,1,1,ON ROAD,locationEvent,MH40Y5471
MUMBAI,MUMBAI CENTRAL,,8.69247E+14,"Mumbai Central, J Boman Behram Marg, E Ward, Zone 1, Mumbai, Mumbai City, Maharashtra, 400008, India",57:10.0,0,1,1,1,ON ROAD,"locationEvent,ignitionOnAlert",MH13CU6582
NASIK,SATANA,,8.67322E+14,"Satana, ?????, Nashik, Maharashtra, 423300, India",57:09.0,0,1,1,1,ON ROAD,locationEvent,MH11BL9322
CHANDRAPUR,WARORA,,8.62818E+14,"NH44, Jamb, Wardha, Maharashtra, India",57:09.0,56.4,0,1,1,ON ROAD,"locationEvent,speedViolationEndAlert",MH31FC3695
PUNE,SWARGATE,,8.68996E+14,"State Highway 10, Bhabad Basti, Manmad, ?????, Nashik, Maharashtra, 423104, India",57:08.0,53.1,1,1,1,BREAK DOWN,locationEvent,MH06S8438
PUNE,SHIRUR,,8.62818E+14,"Sakoli, Bhandara, Bhandara, Maharashtra, 441802, India",57:08.0,0,0,1,0,ON ROAD,locationEvent,MH14BT3377
AHMADNAGAR,TARAKPUR,,8.69247E+14,"NH752G, Bhabad Basti, Manmad, ?????, Nashik, Maharashtra, 423104, India",57:07.0,24.2,1,1,1,ON ROAD,locationEvent,MH14BT5075
DHULE,AKKALKUWA,,8.69247E+14,"SH80, Vasal, Nizar Taluka, Tapi District, Gujarat, India",57:07.0,0,0,1,1,ON ROAD,locationEvent,MH13CU7487
AHMADNAGAR,SANGAMNER,,8.62818E+14,"Pune Nashik Road, Ghulewadi, Ahmadnagar, Ahmednagar, Maharashtra, India",57:07.0,28.1,1,1,1,ON ROAD,locationEvent,MH14BT3651
DHULE,DHULE,,8.69247E+14,"Dhule, Maharashtra, 424001, India",57:07.0,0,0,1,0,ON ROAD,locationEvent,MH20BL3470
THANE,THANE I,,8.67322E+14,"Kalyan Badlapur Road, Ulhasnagar, Thane, Maharashtra, 421002, India",57:07.0,26.6,1,1,1,ON ROAD,locationEvent,MH14BT4487
PUNE,BARAMATI,,8.62818E+14,"NH753A;752I, Jalna, Maharashtra, 431200, India",57:06.0,19.8,1,1,1,ON ROAD,locationEvent,MH14BT1558
DHULE,DHULE,,8.69247E+14,"NH52, Sarvad, Dhule, Maharashtra, 424309, India",57:06.0,0,1,1,1,ON ROAD,locationEvent,MH20BL2600
DHULE,NANDURBAR,,8.69247E+14,"NH53, Mukti, Dhule, Maharashtra, 425111, India",57:06.0,11.3,1,1,1,ON ROAD,"harshAccelerateAlert,locationEvent",MH13CU7982
NASIK,KALWAN,,8.67322E+14,"NH160, Ambad, Octroi Naka, ?????, Nashik, Maharashtra, 422010, India",57:06.0,59.3,1,1,1,ON ROAD,locationEvent,MH14BT4529
PUNE,CHINCHWAD,,8.67322E+14,CHINCHWAD Depot,57:06.0,9.2,1,1,1,ON ROAD,"locationEvent,emergencyWireCutAlert",MH14BT3365
AURANGABAD,AURANGABAD II,,8.69247E+14,"Jalgaon road, Aurangabad, Maharashtra, 431002, India",57:06.0,39.6,1,1,1,ON ROAD,locationEvent,MH20BL4076
KOLHAPUR,KOLHAPUR,,8.68997E+14,KOLHAPUR Depot,57:05.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH14BT3550
RATNAGIRI,CHIPLUN,,8.69247E+14,CHIPLUN Depot,57:05.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH09EM9193
PUNE,NARAYANGAON,,8.62818E+14,"NH160B, Kopargaon, Ahmadnagar, Ahmednagar, Maharashtra, 423601, India",57:04.0,31.3,1,1,1,ON ROAD,locationEvent,MH07C7550
NAGPUR,NAGPUR CBS 1,,8.62818E+14,"NH53, Gondiya, Maharashtra, India",57:04.0,51.8,0,1,1,ON ROAD,locationEvent,MH40AQ6310
PUNE,RAJGURUNAGAR,,8.62818E+14,"SH44, Ahmadnagar, Ahmednagar, Maharashtra, 413736, India",57:04.0,53.8,1,1,1,ON ROAD,locationEvent,MH07C7081
NANDED,NANDED ,,8.69247E+14,"Nanded Bus Stand, MAHA11, Nanded-Waghala, Nanded, Nanded, Maharashtra, 431600, India",57:04.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH09EM9058
RAIGAD,MANGAON,,8.62818E+14,"SH72, Lad, Panchgani, Satara, Maharashtra, 412805, India",57:03.0,0,0,1,1,ON ROAD,locationEvent,MH14BT3963
PALGHAR,PALGHAR,,8.68997E+14,"Palghar Rd, Palghar, Maharashtra, 401400, India",57:03.0,0,0,1,0,ON ROAD,locationEvent,MH20BL4039
THANE,THANE I,,8.69247E+14,"Kolse Wadi, Naupada, Thane, Maharashtra, 400606, India",57:03.0,0,0,1,1,ON ROAD,locationEvent,MH13CU6556
PUNE,BHOR,,8.62818E+14,"NH53, Bhandara, Bhandara, Maharashtra, India",57:03.0,37.9,1,1,1,ON ROAD,locationEvent,MH14BT4371
AURANGABAD,AURANGABAD I,,8.69247E+14,"N-2 Cidco, Chikalthana MIDC, Aurangabad, Maharashtra, 431002, India",57:02.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH09EM9744
PUNE,SWARGATE,,8.68996E+14,"Gondia Bypass, Sai Colony, Gondia, Gondiya, Maharashtra, 441600, India",57:02.0,0,0,1,0,ON ROAD,locationEvent,MH14BT4717
BEED,AMBAJOGAI,,8.69247E+14,"SH156;SH157, Ambajogai, Bir, Bid, Maharashtra, 431517, India",57:02.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH20EL2256
RATNAGIRI,GUHAGAR,,8.69247E+14,"MSH4, Ratnagiri, Maharashtra, 415703, India",57:02.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH13CU6560
DHULE,DHULE,,8.69247E+14,"Dhule, Maharashtra, 424001, India",57:02.0,0,1,1,1,ON ROAD,locationEvent,MH14BT2352
BEED,MAJALGAON,,8.69247E+14,"Majalgaon, Bir, Bid, Maharashtra, 431131, India",57:01.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH13CU7836
DHULE,NANDURBAR,,8.69247E+14,"Water Tank, NH53;752G, Sakri, Dhule, Maharashtra, 424304, India",57:01.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH13CU7309
SANGLI,SANGLI,,8.68997E+14,"Chandanwadi, Miraj, ??????, Sangli, Sangli district, Maharashtra, 416400, India",57:01.0,0,1,1,1,AT DWS,locationEvent,MH06S8160
NASIK,PIMPALGAON,,8.67322E+14,SAKOLI - Bus Stop,57:01.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent,lowBatteryAlert",MH14BT3622
THANE,KALYAN,,8.62818E+14,"NH48, Shill Phata, Shill Gaon, Thane, Maharashtra, 410701, India",57:01.0,33.9,0,1,1,ON ROAD,locationEvent,MH20BL1487
PALGHAR,PALGHAR,,8.69247E+14,"MSH4, Palghar, Maharashtra, 401400, India",57:00.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH09EM9942
DHULE,DHULE,,8.69247E+14,"NH53;548C, Khamgaon, Buldhana, Maharashtra, 444300, India",57:00.0,0,0,1,1,ON ROAD,locationEvent,MH20BL3052
AURANGABAD,AURANGABAD II,,8.69247E+14,"NH753F, Phardapur, Aurangabad, Maharashtra, 431118, India",57:00.0,16.6,1,1,1,ON ROAD,locationEvent,MH20BL3703
PUNE,BARAMATI,,8.62818E+14,"NH753F, Bhanas, Ahmadnagar, Ahmednagar, Maharashtra, 414603, India",56:59.0,65.5,1,1,1,ON ROAD,"harshAccelerateAlert,locationEvent",MH14BT3259
AHMADNAGAR,TARAKPUR,,8.69247E+14,"Malegaon Bypass, Malegaon, ?????, Nashik, Maharashtra, 423200, India",56:59.0,24.8,1,1,1,ON ROAD,locationEvent,MH14BT4281
RAIGAD,MANGAON,,8.62818E+14,"SH72, Lad, Panchgani, Satara, Maharashtra, 412805, India",56:59.0,0,0,1,1,ON ROAD,locationEvent,MH14BT2057
RAIGAD,ALIBAG,,8.69247E+14,ALIBAG Depot,56:59.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH06BW3367
SATARA,KOREGAON,,8.69247E+14,"Koregaon, Satara, Maharashtra, 415500, India",56:59.0,0,0,1,1,ON ROAD,locationEvent,MH14BT3585
JALNA,JALNA,,8.69247E+14,"SH52, Ozhar, Narayangaon, Pune, Pune District, Maharashtra, 410504, India",56:59.0,0,0,1,0,ON ROAD,locationEvent,MH20BL2610
PUNE,TALEGAON,,8.62818E+14,"Talegaon Chakan Road, Talegaon Dabhade, Pune, Pune District, Maharashtra, 410506, India",56:58.0,30.5,1,1,1,ON ROAD,"locationEvent,harshAccelerateAlert",MH14BT4088
NASIK,NASIK I,,8.67322E+14,"NH60, Purmepada, Dhule, Maharashtra, India",56:58.0,66.5,0,1,1,ON ROAD,locationEvent,MH14BT4515
THANE,MURBAD,,8.62818E+14,"NH60, Saudane, ?????, Nashik, Maharashtra, 423208, India",56:58.0,19.4,1,1,1,ON ROAD,locationEvent,MH14BT1393
SINDHUDURG,KANKAVALI,,8.68997E+14,"Kolhapur Radhanagari Road, Radhanagri, Radhanagari, Kolhapur, Maharashtra, 416212, India",56:58.0,28.6,0,1,1,ON ROAD,locationEvent,MH20BL2722
PUNE,NARAYANGAON,,8.62818E+14,"NH160B, Kopargaon, Ahmadnagar, Ahmednagar, Maharashtra, 423601, India",56:58.0,50,1,1,1,ON ROAD,locationEvent,MH14BT0697
CHANDRAPUR,CHANDRAPUR,,8.62818E+14,"SH270, Sakoli, Bhandara, Bhandara, Maharashtra, 441802, India",56:58.0,0,0,1,1,ON ROAD,locationEvent,MH40Y5273
PUNE,BARAMATI,,8.62818E+14,"NH161E, Karanja, Washim, Maharashtra, 444105, India",56:57.0,0,1,1,1,ON ROAD,locationEvent,MH14BT3495
NASIK,KALWAN,,8.67322E+14,"NH52, Dhule, Maharashtra, 424001, India",56:57.0,51.8,1,1,1,ON ROAD,locationEvent,MH20BL4186
BEED,AMBAJOGAI,,8.62818E+14,"SH156;SH157, Ambajogai, Bir, Bid, Maharashtra, 431517, India",56:55.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH09FL0566
JALNA,JALNA,,8.69247E+14,"NH753C, Kenwad, Washim, Maharashtra, India",56:55.0,63.5,1,1,1,ON ROAD,locationEvent,MH13CU8124
THANE,THANE I,,8.67322E+14,"Kalyan, Kalyan-Murbad Road, Kalyan, Thane, Maharashtra, 421002, India",56:55.0,0,1,1,1,ON ROAD,locationEvent,MH14BT4470
PUNE,SHIVAJINAGAR,,8.68996E+14,"NH53, Bazargaon, Nagpur, Maharashtra, 441103, India",56:55.0,63,1,1,1,ON ROAD,locationEvent,MH06S8101
NASIK,SATANA,,8.67322E+14,"NH60, Arvi, Dhule, Maharashtra, India",56:54.0,48,1,1,1,ON ROAD,locationEvent,MH14BT4176
NAGPUR,RAMTEK,,8.62818E+14,"NH53, Lakhni, Bhandara, Bhandara, Maharashtra, 441804, India",56:54.0,0,0,1,1,ON ROAD,locationEvent,MH40Y5584
LATUR,LATUR,,8.69247E+14,"Sailu, Wardha, Maharashtra, 442111, India",56:54.0,49.8,1,1,1,ON ROAD,locationEvent,MH13CU7414
CHANDRAPUR,RAJURA,,8.69247E+14,"NH930D, Chandrapur, Maharashtra, India",56:54.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH13CU6335
MUMBAI,PANVEL,,8.67322E+14,"Sion Panvel Highway, Belapur East, Navi Mumbai, Thane, Maharashtra, 400614, India",56:54.0,67.8,1,1,1,ON ROAD,locationEvent,MH20BL2263
NASIK,KALWAN,,8.67322E+14,"NH160, Ambad, Octroi Naka, ?????, Nashik, Maharashtra, 422010, India",56:54.0,45.8,1,1,1,ON ROAD,locationEvent,MH40Y5649
THANE,THANE II,,8.67322E+14,THANE CBS - Bus Stop,56:54.0,0,3,1,Vodafone - Mumbai,ON ROAD,locationEvent,MH20D9991
NASIK,SINNAR,,8.67322E+14,"Sinnar, ?????, Nashik, Maharashtra, 422103, India",56:54.0,0,0,1,1,ON ROAD,locationEvent,MH14BT0750
BEED,PARALI,,8.69247E+14,PARALI Depot,56:53.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH09FL0342
NASIK,YEOLA,,8.67322E+14,"NH52, Aamoda, Savalde, Dhule, Maharashtra, 425438, India",56:53.0,59.5,1,1,1,ON ROAD,locationEvent,MH11BL9245
PUNE,BARAMATI MIDC,,8.62818E+14,"Mehkar, Buldhana, Maharashtra, 443300, India",56:53.0,0,0,1,0,ON ROAD,locationEvent,MH11T9278
PUNE,BHOR,,8.62818E+14,"NH753A;548CC, Chikhli, Buldhana, Maharashtra, 443200, India",56:53.0,37.6,1,1,1,ON ROAD,locationEvent,MH14BT3356
PUNE,RAJGURUNAGAR,,8.62818E+14,"State Highway 10, Malegaon, ?????, Nashik, Maharashtra, 423200, India",56:53.0,0,1,1,1,ON ROAD,locationEvent,MH14BT4607
SOLAPUR,KURDUWADI,,8.62818E+14,"Kurduvadi, Solapur, Maharashtra, 413230, India",56:53.0,0,0,1,1,ON ROAD,locationEvent,MH20BL0045
PUNE,TALEGAON,,8.68997E+14,"State Highway 10, Malegaon, ?????, Nashik, Maharashtra, 423200, India",56:52.0,0,1,1,1,ON ROAD,locationEvent,MH14BT0696
AHMADNAGAR,NEWASA,,8.69247E+14,"NH160, Bableshwar, Ahmadnagar, Ahmednagar, Maharashtra, 413 713, India",56:52.0,42.4,1,1,1,ON ROAD,locationEvent,MH14BT4899
PALGHAR,PALGHAR,,8.68997E+14,PALGHAR Depot,56:51.0,0,1,1,1,ON ROAD,"stopEvent,locationEvent,unauthorizedStopAlert",MH06S8249
SOLAPUR,SOLAPUR,,8.62818E+14,"NH361, Loha, Nanded, Nanded, Maharashtra, 431708, India",56:51.0,24,1,1,1,ON ROAD,locationEvent,MH14BT4615
NASIK,IGATPURI,,8.67322E+14,"Old Agra Road, Igatpuri, ?????, Nashik, Maharashtra, India",56:51.0,0,1,1,1,ON ROAD,locationEvent,MH408867
JALNA,AMBAD,,8.62818E+14,AMBAD Depot,56:51.0,0,0,1,1,ON ROAD,locationEvent,MH06S8545
BEED,BEED,,8.69247E+14,BEED Depot,56:51.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH09EM9605
PUNE,NARAYANGAON,,8.62818E+14,"NH753C, Jalna, Maharashtra, 443203, India",56:50.0,27.2,1,1,1,ON ROAD,"harshBrakingAlert,locationEvent",MH14BT4227
AURANGABAD,AURANGABAD I,,8.68997E+14,"NH53;548C, Khamgaon, Buldhana, Maharashtra, 444300, India",56:50.0,49.6,1,1,1,ON ROAD,"locationEvent,harshBrakingAlert",MH20BL3095
AHMADNAGAR,SANGAMNER,,8.62818E+14,"State Highway 10, Malegaon, ?????, Nashik, Maharashtra, 423200, India",56:50.0,52.4,1,1,1,ON ROAD,"harshAccelerateAlert,locationEvent",MH14BT3650
AURANGABAD,AURANGABAD I,,8.62818E+14,"NH753C, Shelu, Washim, Maharashtra, 444402, India",56:49.0,68.4,1,1,1,ON ROAD,"harshAccelerateAlert,locationEvent",MH20BL2365
RATNAGIRI,RATNAGIRI,,8.69247E+14,BAMBAR - Bus Stop,56:49.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH13CU7253
PUNE,BHOR,,8.62818E+14,"NH753F, Limbe Jalgaon, Aurangabad, Maharashtra, 4310005, India",56:49.0,60.7,1,1,1,ON ROAD,locationEvent,MH14BT3861
PUNE,RAJGURUNAGAR,,8.68997E+14,"SH44, Loni, Ahmadnagar, Ahmednagar, Maharashtra, 413713, India",56:48.0,35.7,1,1,1,ON ROAD,locationEvent,MH14BT1549
NASIK,LASALGAON,,8.67322E+14,"NH52, Songvir, Dhule, Maharashtra, 424309, India",56:48.0,62.2,1,1,1,ON ROAD,locationEvent,MH14BT0754
NAGPUR,RAMTEK,,8.62818E+14,"Bhandara, Bhandara, Maharashtra, India",56:47.0,26.3,0,1,1,ON ROAD,locationEvent,MH40Y5501
JALGAON,JALGAON,,8.69247E+14,"Jalgaon, ?????, Jalgaon, Maharashtra, 425001, India",56:47.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH13CU6734
DHULE,DHULE,,8.69247E+14,"Dhule, Maharashtra, 424001, India",56:47.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH13CU6853
AURANGABAD,AURANGABAD I,,8.62818E+14,"Jalgaon road, Aurangabad, Maharashtra, 431002, India",56:47.0,58.1,1,1,1,ON ROAD,locationEvent,MH20BL2877
BEED,GEORAI,,8.62818E+14,"NH52, Georai, Bir, Bid, Maharashtra, 431127, India",56:46.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH40N9179
PUNE,DAUND,,8.62818E+14,"NH752I;753F, Cantonment, Aurangabad, Maharashtra, 431002, India",56:46.0,11.5,0,1,1,ON ROAD,locationEvent,MH14BT3436
AURANGABAD,AURANGABAD I,,8.62818E+14,"Aurangabad Nagpur Road, Jalna, Maharashtra, 431200, India",56:46.0,70.3,1,1,1,ON ROAD,"speedViolationAlert,locationEvent,harshAccelerateAlert",MH20BL2906
PUNE,BARAMATI MIDC,,8.62818E+14,"NH753F, Bhanas, Ahmadnagar, Ahmednagar, Maharashtra, 414603, India",56:46.0,0,0,1,1,ON ROAD,locationEvent,MH14BT4637
NAGPUR,NAGPUR CBS 2,,8.62818E+14,"Gandhi Baug, Nagpur, Maharashtra, 440001, India",56:45.0,0,0,1,1,ON ROAD,locationEvent,MH14BT1253
MUMBAI,PAREL MUMBAI,,8.69247E+14,"Jalgaon, ?????, Jalgaon, Maharashtra, 425001, India",56:44.0,0,0,1,1,ON ROAD,locationEvent,MH13CU7538
NASIK,SATANA,,8.67322E+14,HADAKHED - Bus Stop,56:44.0,41.8,1,1,1,ON ROAD,"emergencyWireCutAlert,locationEvent",MH40Y5061
KOLHAPUR,RADHANAGARI,,8.62818E+14,"Radhanagri, Radhanagari, Kolhapur, Maharashtra, 416212, India",56:44.0,0,0,1,1,ON ROAD,locationEvent,MH12CH7717
SATARA,SATARA,,8.68997E+14,SATARA Depot,56:44.0,0,0,1,1,ON ROAD,locationEvent,MH06BW0580
PUNE,BHOR,,8.62818E+14,"Deulgaon Raja, Buldhana, Maharashtra, 443204, India",56:44.0,19.4,1,1,1,AT DWS,locationEvent,MH40N9276
AURANGABAD,AURANGABAD II,,8.69247E+14,"NH753F, Phardapur, Aurangabad, Maharashtra, 431118, India",56:43.0,27.9,1,1,1,ON ROAD,locationEvent,MH20BL3596
PUNE,RAJGURUNAGAR,,8.62818E+14,RAJGURUNAGAR Depot,56:43.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2878
NASIK,SINNAR,,8.67322E+14,SINNAR Depot,56:43.0,0,0,1,0,ON ROAD,locationEvent,MH14BT0560
KOLHAPUR,SAMBHAJI NAGAR,,8.68996E+14,"Sambhaji Nagar Bus Stand, SH130, Old More Colony, Rajarampuri, Kolhapur, Maharashtra, 416007, India",56:43.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH14BT3574
JALNA,AMBAD,,8.69247E+14,"NH361;353I, Wardha, Maharashtra, India",56:42.0,0,1,1,1,ON ROAD,locationEvent,MH13CU6902
PUNE,NARAYANGAON,,8.62818E+14,"SH52, Ozhar, Narayangaon, Pune, Pune District, Maharashtra, 410504, India",56:42.0,0,1,1,1,ON ROAD,locationEvent,MH40N9348
NAGPUR,NAGPUR CBS 2,,8.62818E+14,"Gandhi Baug, Nagpur, Maharashtra, 440001, India",56:42.0,0,0,1,0,ON ROAD,locationEvent,MH40N9524
SATARA,SATARA,,8.67322E+14,"Sindagi Road, Yogapur, Kavalagi, Vijayapura taluk, Bijapur district, Karnataka, 586115, India",56:42.0,0,1,1,1,ON ROAD,"tiltAlert,locationEvent",MH11BL9302
AURANGABAD,AURANGABAD I,,8.69247E+14,"Guatam Nagar, Cantonment, Aurangabad, Maharashtra, 431002, India",56:42.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH09FL0335
PUNE,NARAYANGAON,,8.67322E+14,"Kopargaon, Ahmadnagar, Ahmednagar, Maharashtra, 423601, India",56:41.0,56.1,1,1,1,ON ROAD,locationEvent,MH14BT3164
PUNE,RAJGURUNAGAR,,8.62818E+14,"State Highway 10, Malegaon, ?????, Nashik, Maharashtra, 423200, India",56:40.0,32.7,1,1,1,ON ROAD,locationEvent,MH408906
AHMADNAGAR,TARAKPUR,,8.69247E+14,"NH52, Dabhashi, Dhule, Maharashtra, India",56:40.0,76.8,1,1,1,ON ROAD,locationEvent,MH14BT4796
OSMANABAD,OSMANABAD,,8.62818E+14,"NH52, Tarkhed, Osmanabad, Maharashtra, 413570, India",56:40.0,85.5,0,1,1,ON ROAD,"speedViolationOffenceAlert,locationEvent,speedViolationAlert",MH20BL4118
PUNE,BHOR,,8.62818E+14,"SH62, Sirur Phata2, Nhavre, Pune, Pune District, Maharashtra, India",56:40.0,0,1,1,1,ON ROAD,locationEvent,MH07C7118
PUNE,SASWAD,,8.62818E+14,"Pune Saswad Road, Kumbharwada, Saswad, Pune, Pune District, Maharashtra, 412300, India",56:39.0,0,0,1,1,ON ROAD,locationEvent,MH20D9021
NASIK,PETH,,8.68997E+14,"NH52, Songvir, Dhule, Maharashtra, 424309, India",56:39.0,61.6,1,1,1,ON ROAD,locationEvent,MH40Y5659
BEED,BEED,,8.69247E+14,BEED Depot,56:39.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH13CU7405
DHULE,SAKRI,,8.69247E+14,"Khamgaon Bypass, Khamgaon, Buldhana, Maharashtra, 444300, India",56:38.0,66.2,1,1,1,ON ROAD,"locationEvent,harshBrakingAlert",MH13CU7986
JALNA,JAFRABAD,,8.69247E+14,"Wardha Bypass, Wardha, Maharashtra, 442001, India",56:38.0,0,0,1,1,ON ROAD,locationEvent,MH13CU7467
SANGLI,VITA,,8.69247E+14,VITA Depot,56:38.0,0,0,1,1,ON ROAD,locationEvent,MH408900
SOLAPUR,SANGOLA,,8.62818E+14,"NH166, Sangole, Solapur, Maharashtra, 413307, India",56:38.0,0,0,1,1,ON ROAD,locationEvent,MH20BL0026
AHMADNAGAR,SHEVGAON,,8.62818E+14,"NH61, Ahmadnagar, Ahmednagar, Maharashtra, 414001, India",56:37.0,63.8,0,1,1,ON ROAD,locationEvent,MH14BT4367
OSMANABAD,OSMANABAD,,8.69247E+14,OSMANABAD Depot,56:37.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH09EM9725
THANE,BHIVANDI,,8.62818E+14,SUGAR FACTORY - Bus Stop,56:37.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2349
SATARA,SATARA,,8.68997E+14,"Sadar Bazar, Satara, Maharashtra, 415002, India",56:37.0,0,0,1,1,ON ROAD,locationEvent,MH06BW0577
NASIK,LASALGAON,,8.67322E+14,"Malegaon Bypass, Malegaon, ?????, Nashik, Maharashtra, 423200, India",56:37.0,50.4,1,1,1,ON ROAD,locationEvent,MH14BT3809
PUNE,TALEGAON,,8.62818E+14,"Talegaon Chakan Road, Chakan, Pune, Pune District, Maharashtra, 410500, India",56:36.0,22.2,1,1,1,ON ROAD,locationEvent,MH06S8291
NASIK,LASALGAON,,8.68997E+14,"Saraf Bazaar, Satpur, Nashik, ?????, Nashik, Maharashtra, 422001, India",56:36.0,0,0,1,0,ON ROAD,locationEvent,MH20D7951
NASIK,KALWAN,,8.67322E+14,"NH60, Saudane, ?????, Nashik, Maharashtra, 423208, India",56:36.0,61.7,1,1,1,ON ROAD,locationEvent,MH14BT3630
PUNE,SWARGATE,,8.68996E+14,"State Highway 10, Bhabad Basti, Manmad, ?????, Nashik, Maharashtra, 423104, India",56:35.0,25.4,1,1,1,ON ROAD,locationEvent,MH06S8936
SATARA,VADUJ,,8.62818E+14,"Vaduj, Satara, Maharashtra, 415506, India",56:34.0,0,1,1,1,ON ROAD,locationEvent,MH20BL1375
PUNE,TALEGAON,,8.62818E+14,"NH60, Peth, Pune, Pune District, Maharashtra, 410503, India",56:33.0,63.5,1,1,1,ON ROAD,locationEvent,MH07C7559
CHANDRAPUR,CHANDRAPUR,,8.62818E+14,"Sakoli, Bhandara, Bhandara, Maharashtra, 441802, India",56:33.0,8.9,0,1,1,AT DWS,locationEvent,MH40Y5291
PUNE,SWARGATE,,8.68997E+14,AMBEDKAR NAGAR - Bus Stop,56:33.0,22.1,1,1,1,ON ROAD,locationEvent,MH14BT3414
THANE,MURBAD,,8.62818E+14,"Agra Mumbai Road, Vijaynagar Colony, Nashik, ?????, Nashik, Maharashtra, 422001, India",56:32.0,20.4,1,1,1,ON ROAD,locationEvent,MH14BT0212
RAIGAD,PEN,,8.62818E+14,"NH753F;160, Maliwada Ganpati, Ahmadnagar, Ahmednagar, Maharashtra, 414001, India",56:32.0,34.4,0,1,1,ON ROAD,"locationEvent,speedViolationEndAlert",MH14BT4010
SOLAPUR,BARSHI,,8.62818E+14,"Barshi, Solapur, Maharashtra, 413400, India",56:30.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH12CH7733
SATARA,PHALTAN,,8.62818E+14,"Union Bank, Ring Road, MSEB Colony, Phaltan, Satara, Maharashtra, 415523, India",56:29.0,0,0,1,1,ON ROAD,locationEvent,MH12EF6473
